isbn_or_asin,book_title,author,publisher,published_date,exist_in_sophia,central_opac_link,mathlib_opac_link
4535787603,学んでみよう！　記号論理,高崎金久／著,日本評論社,20140822,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB1644619X,
4788508427,神、人を喰う 人身御供の民俗学,六車由実／著,新曜社,2003-03,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA61847518,
4641163642,比較制度分析・入門,中林真幸／著 石黒真吾／著,有斐閣,2010-12,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB0432979X,
4896944712,図説数の文化史 : 世界の数字と計算法,"Menninger,Karl／著 内林政夫／翻訳 メニンガーK.／著",八坂書房,2001-04,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA51768812,
4641165483,実証のための計量時系列分析,ウォルター・エンダース（WalterEnders）／著 新谷元嗣／翻訳 藪友良／翻訳,有斐閣,20191212,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29344647,
425412841X,経済・ファイナンスのためのカルマンフィルター入門,森平爽一郎／著,朝倉書店,20190206,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27703782,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=425412841X&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4002710521,「私物化」される国公立大学,駒込武／著,岩波書店,20210909,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09664223,
4274229181,Pythonで始める　機器分析データの解析とケモメトリックス,森田成昭／著,オーム社,20220922,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16891021,
4910612041,大学院・大学編入のための応用数学―基本事項の整理と問題演習および入試問題研究―,桜井基晴／著,プレアデス出版,20220820,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16505365,
453554042X,経済論文の書き方,経済セミナー編集部／編集,日本評論社,20220916,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16683024,
4627083114,数理人口学入門,稲葉寿／著,森北出版,20220914,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16799969,
4121027221,陰謀論 民主主義を揺るがすメカニズム,秦正樹／著,中央公論新社,20221020,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17273571,
4563010081,リスク・セオリーの基礎 : 不確実性に対処するための数理,岩沢宏和／著,培風館,2010-02,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB0106478X,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4563010081&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4000256696,歴史を学ぶ人々のために : 現在をどう生きるか,東京歴史科学研究会／著,岩波書店,2017-3-23,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23337911,
4873118654,Raspberry Piで学ぶコンピュータアーキテクチャ,EbenUpton／著 JeffDuntemann／著 RalphRoberts／著 ほか,オライリー・ジャパン,20190915,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28852846,
4623094332,はじめて学ぶ西洋古代史,長谷川岳男／編集,ミネルヴァ書房,20221102,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17102058,
4796702792,ファッションの文化社会学,"Finkelstein,Joanne／著 成実弘至／著 フィンケルシュタインジョアン／著",せりか書房,2007-09,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA83156554,
4254116330,統計学のための数学入門30講,永田靖／著,朝倉書店,2005-03,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA7172228X,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4254116330&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4274228991,Pythonではじめる 音のプログラミング,青木直史／著,オーム社,20220906,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16633536,
429712811X,ディープラーニングを支える技術〈2〉 ——ニューラルネットワーク最大の謎,岡野原大輔／著,技術評論社,20220421,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14081687,
4297125609,ディープラーニングを支える技術 ——「正解」を導くメカニズム［技術基礎］,岡野原大輔／著,技術評論社,20220108,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14376501,
462209083X,ソーシャルメディア・プリズム,クリス・ベイル／著 松井信彦／翻訳,みすず書房,20220603,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15059537,
4274227855,世界を一枚の紙の上に,大田暁雄／著,オーム社,20211217,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11784738,
4274227170,縫うコンピュータグラフィックス,五十嵐悠紀／著,オーム社,20210527,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07621489,
4896943309,魔法の門［ポルタ・マジカ］─ローマに遺された錬金術象徴の秘密,ミーノ・ガブリエレ／著 大橋喜之／翻訳,八坂書房,20220624,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15400168,
4623084108,よくわかる哲学・思想,納富信留／編集 檜垣立哉／編集 柏端達也／編集,ミネルヴァ書房,20190412,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27975487,
4061489771,哲学の歴史,新田義弘／著,講談社,19891218,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN0414356X,
4004310083,西洋哲学史 近代から現代へ,熊野純彦／著,岩波書店,20060920,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA78401229,
4004310075,西洋哲学史 古代から中世へ,熊野純彦／著,岩波書店,20060420,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA76504173,
4121021878,物語哲学の歴史 : 自分と世界を考えるために,伊藤邦武／著,中央公論新社,2012-10,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB10516521,
4575317365,セックスロボットと人造肉　テクノロジーは性、食、生、死を“征服”できるか,ジェニー・クリーマン／著 安藤貴子／翻訳,双葉社,20220825,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16518163,
4909658874,古典教育をオーバーホールする,菊野雅之／著,文学通信,20220926,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16984100,
4065133327,深層学習　改訂第2版,岡谷貴之／著,講談社,20220119,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12180349,
4320122992,量子情報科学入門 = Introduction to Quantum Information Science,小川朋宏／著 木村元／著 河内亮周／著 石坂智／著 林正人／著,共立,2012-06,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09394904,
4585060634,天皇皇族歴史伝説大事典,志村有弘／著,勉誠,2008-12,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA88442936,
4061596845,諸子百家,浅野裕一／著,講談社,20041111,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA69442203,
4787220942,妖怪の誕生,廣田龍平／著,青弓社,20220527,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14828330,
4000292080,学童集団疎開 : 受入れ地域から考える,一條三子／著,岩波書店,2017-10-18,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24683248,
4320111796,初等整数論 数論幾何への誘い,山崎隆雄／著 新井仁之／編集 小林俊行／編集 斎藤毅／編集 吉田朋広／編集,共立出版,20150527,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18660918,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4320111796&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
432011180X,結晶群,河野俊丈／著 新井仁之／編集 小林俊行／編集 斎藤毅／編集 吉田朋広／編集,共立出版,20150629,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18929762,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=432011180X&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4320111745,微分積分,吉田伸生／著 新井仁之／編集 小林俊行／編集 斎藤毅／編集 吉田朋広／編集,共立出版,20170909,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24393168,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4320111745&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4320111761,論理・集合・数学語,石川剛郎／著 新井仁之／編集 小林俊行／編集 斎藤毅／編集 吉田朋広／編集,共立出版,20151219,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB20257157,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4320111761&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4623065596,ヨーロッパ史のなかの裁判事例,Ｕ・ファルク／編集 Ｍ・ルミナティ／編集 Ｍ・シュメーケル／編集 小川浩三／監修 福田誠治／監修 ほか,ミネルヴァ書房,20140411,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15349165,
4642082735,日本史を学ぶための古文書・古記録訓読法,日本史史料研究会／監修 苅米一志／著,吉川弘文館,20150227,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18200601,
4642080937,日本近代史を学ぶための文語文入門,古田島洋介／著,吉川弘文館,20130808,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB1317707X,
412101216X,理科系のための英文作法 : 文章をなめらかにつなぐ四つの法則,杉原厚吉／著,中央公論社,1994-11,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN11626610,
4326504927,経済学の哲学入門,ダニエル・ハウスマン／著 橋本努／監修 ニキリンコ／翻訳,勁草書房,20220516,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14555103,
4000059416,ファインマン計算機科学,"Allen,RobinW／著 Feynman,RichardPhillips／著 Hey,AnthonyJ.G／著 ほか",岩波書店,1999-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA39756439,
4492313605,政策評価ミクロモデル,蓮池勝人／著 藤原徹／著 金本良嗣／著,東洋経済新報社,2006-03,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA76203075,
4274223132,Rによる計量政治学,浅野正彦／著 矢内勇生／著,オーム社,20181219,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27460647,
4140912723,最新版　論文の教室,戸田山和久／著,NHK出版,20220125,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1224809X,
4320111397,確率的グラフィカルモデル,鈴木譲／著・編集 植野真臣／著・編集 黒木学／著 清水昌平／著 湊真一／著 石畠正和／著 ほか,共立出版,20160723,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB21721985,
4254122144,はじめての 統計データ分析,豊田秀樹／著,朝倉書店,20160606,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB21318144,
4254295405,入門 ベイズ統計学,中妻照雄／著,朝倉書店,20070614,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA82118516,
4254122209,実践ベイズモデリング,豊田秀樹／著・編集,朝倉書店,20170131,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22963061,
4320113446,ゲームで大学数学入門,安田健彦／著,共立出版,20181222,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27463918,
4434042408,素因数分解と素数判定,玉井浩／翻訳 ブレッソードデヴィッド・M.／著,エスアイビー・アクセス : 星雲社,2004-03,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA66395683,
4641053855,計量経済学,西山慶彦／著 新谷元嗣／著 川口大司／著 奥井亮／著,有斐閣,20190729,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28617132,
490965819X,デジタル学術空間の作り方,下田正弘／編著 永﨑研宣／編著,文学通信,20191218,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29506669,
4759821678,理工系のAI英作文術,西山聖久／著,化学同人,20220531,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14827236,
439329162X,魔法少女はなぜ変身するのか,石井研士／著,春秋社,20220617,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15273694,
4750352861,現代日本のエリートの平等観,竹中佳彦／編 山本英弘／編 濱本真輔／編,明石書店,20211227,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11964922,
4562071818,緯度を測った男たち,ニコラス・クレーン／著 上京恵／翻訳,原書房,20220526,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14825977,
4562071826,古代ワインの謎を追う,ケヴィン・ベゴス／著 矢沢聖子／翻訳,原書房,20220526,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14825988,
4335358857,情報刑法Ⅰ　サイバーセキュリティ関連犯罪,鎮目征樹／編集 西貝吉晃／編集 北條孝佳／編集 荒木泰貴／著 遠藤聡太／著 蔦大輔／著 ほか,弘文堂,20220603,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14845318,
4760154426,攻撃される知識の歴史,リチャードオヴェンデン／著 五十嵐加奈子／翻訳,柏書房,20220426,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14388409,
4254163584,地図の事典,森田	喬／編集,朝倉書店,20211102,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1086554X,
4623093891,政策にエビデンスは必要なのか,杉谷和哉／著,ミネルヴァ書房,20220419,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14121657,
4254122675,標準　ベイズ統計学,入江薫／翻訳 橋本真太郎／翻訳 菅澤翔之助／翻訳,朝倉書店,20220608,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15047731,
4814003013,学術書を読む,鈴木哲也／著,京都大学学術出版会,20201010,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC03010199,
4472406012,サブカルチャーを消費する,貞包英之／著,玉川大学出版部,20211201,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11286515,
4588011227,肥満男子の身体表象,サンダー・Ｌ・ギルマン／著 小川公代／訳 小澤央／訳,法政大学出版局,20200928,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC02849231,
4815809445,質的研究の考え方,大谷尚／著,名古屋大学出版会,20190403,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27930842,
4812221250,コロナ禍を生きる大学生,北野真帆／編集 内藤直樹／編集,昭和堂,20220430,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14196612,
4873119790,Pythonからはじめるアルゴリズムトレード,YvesHilpisch／著 村上振一郎／翻訳,オライリー・ジャパン,20220408,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13887538,
4792414962,伝承文学を学ぶ,小川直之／編集 大石泰夫／編集 服部比呂美／編集 飯倉義之／編集,清文堂出版,20220215,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12912593,
4621045938,いかにして問題をとくか,ポリア，G．／著 柿内賢信／翻訳,丸善出版,19540101,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA68198479,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4621045938&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4152093854,国家はなぜ衰退するのか（下）,ダロン・アセモグル／著 ジェイムズ・Ａ・ロビンソン／著 鬼澤忍／翻訳,早川書房,20130621,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12774120,
4152093846,国家はなぜ衰退するのか（上）,ダロン・アセモグル／著 ジェイムズ・Ａ・ロビンソン／著 鬼澤忍／翻訳,早川書房,20130621,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12774120,
4065178029,統計モデルと推測,松井秀俊／著 小泉和之／著 竹村彰通／編集,講談社,20191128,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2925786X,
462106231X,確率論的リスク解析,"T. ベッドフォード,Bedford, T.,Cooke, Roger,金野, 秀敏,",丸善出版,,Yes,,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=462106231X&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4787234528,趣味とジェンダー,神野由紀／編著 辻泉／編著 飯田豊／編著,青弓社,20190618,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2833261X,
4065280869,基礎からわかる　論文の書き方,小熊英二／著,講談社,20220518,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14601765,
4130802569,記号と再帰　新装版,田中久美子／著,東京大学出版会,2017-04-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23562780,
4757143605,古典の中の地球儀 海外から見た日本文学,荒木浩／著,ＮＴＴ出版,20220331,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13499266,
4393332385,知能低下の人類史,エドワード・ダットン／著 マイケル・Ａ・ウドリー・オブ・メニー／著 蔵研也／翻訳,春秋社,20211027,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1058003X,
4863134894,愛書狂の本棚,エドワード・ブルック・ヒッチング／著 ナショナルジオグラフィック／編集 高作自子／翻訳,日経ナショナルジオグラフィック社,20220311,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13427083,
4326152176,合理的な愚か者 : 経済学=倫理学的探究,"Sen,AmartyaKumar／著 大庭健／翻訳 川本隆史／翻訳 センA.／著",勁草書房,1989-04,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN0331051X,
4327453072,英語学習の科学,中田達也／著・編集 鈴木祐一／著・編集 濱田陽／著 門田修平／著 濱田彰／著 神谷信廣／著 ほか,研究社,20220425,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14183100,
4480091998,贈与論,"マルセル・モース 著,吉田禎吾, 江川純一 訳,Mauss, Marcel, 1872-1950,吉田, 禎吾, 1923-,江川, 純一, 1974-,",筑摩書房,"Fri, 27 Feb 2015 09:00:00 +0900",Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA89082450,
4532324483,Anthro Vision（アンソロ・ビジョン）　人類学的思考で視るビジネスと世界,ジリアン・テット／著 土方奈美／翻訳,日経BP 日本経済新聞出版本部,20220127,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12402473,
4560097305,大学教授のように小説を読む方法［増補新版］,トーマス・C・フォスター／著 矢倉尚子／翻訳,白水社,20191025,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29127536,
4779514614,「趣味に生きる」の文化論,宮入恭平／編集 杉山昂平／編集,ナカニシヤ出版,20210419,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06739698,
4130633740,数理は世界を創造できるか,横倉祐貴／著 ジェフリフォーセット／著 土井琢身／著 瀧雅人／著 初田哲男／編集 坪井俊／編集,東京大学出版会,20210601,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07548265,
4622090376,刑務所の精神科医,野村俊明／著,みすず書房,20210914,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09728257,
4622088169,専門知は、もういらないのか,トム・ニコルズ／著 高里ひろ／翻訳,みすず書房,20190711,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28556741,
4790716244,新プラトン主義を学ぶ人のために,堀江聡／著 山口義久／著 水地宗明／著,世界思想社,2014-05,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15431095,
4065142601,オカルティズム　非理性のヨーロッパ,大野英士／著,講談社,20181212,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27366580,
479071229X,フランス中世文学を学ぶ人のために,原野昇／著,世界思想社,2007-02,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA79849149,
4326102160,文化系統学への招待 = An Introduction to Cultural Phylogenetics : 文化の進化パターンを探る,三中信宏／著 中尾央／著,勁草書房,2012-05,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09272113,
4562059095,図説　魔女の文化史,セリヌ・デュ・シェネ／著 蔵持不三也／翻訳,原書房,20210322,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06202367,
4526077259,続 メカ屋のための脳科学入門 : 記憶・学習/意識編,高橋宏知／著,日刊工業新聞社,2017-7-19,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2096429X,
4873119693,実用 Go言語,渋川よしき／著 辻大志郎／著 真野隼記／著,オライリー・ジャパン,20220422,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14200050,
4873119820,ソフトウェアアーキテクチャの基礎,MarkRichards／著 NealFord／著 島田浩二／翻訳,オライリー・ジャパン,20220308,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13216190,
4535558167,計量経済学,末石直也／著,日本評論社,20150723,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19125614,
4065274850,現代思想入門,千葉雅也／著,講談社,20220316,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13481227,
4535789576,代数学のレッスン,雪田修一／著,日本評論社,20220405,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14135877,
4790716368,〔全訂新版〕現代文化を学ぶ人のために,井上俊／編集,世界思想社,20140801,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16206979,
