isbn_or_asin,book_title,author,publisher,published_date,exist_in_sophia,central_opac_link,mathlib_opac_link
4787233289,ひとはなぜ乳房を求めるのか,山崎明子／著 黒田加奈子／著 池川玲子／著 新保淳乃／著 千葉慶／著,青弓社,20110820,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB06493105,
4909658149,ネット文化資源の読み方・作り方,岡田一祐／著,文学通信,20190810,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28729533,
4862464505,AlphaZero 深層学習・強化学習・探索 人工知能プログラミング実践入門,布留川英一／著,ボーンデジタル,20190628,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28462987,
4627856512,Pythonで学ぶ解析表現文法と構文解析,倉光君郎／著,森北出版,20220301,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13001682,
4768704727,入門入門群論 : 代数的構造への第一歩,石谷茂／著,現代数学社,1973,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23969653,
4320110390,計算で身につくトポロジー,阿原一志／著,共立出版,20130713,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB13023972,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4320110390&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4535787557,数学ビギナーズマニュアル［第2版］,佐藤文広／著,日本評論社,20140224,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15032497,
4563011029,ヴィジュアル複素解析,"Needham,Tristan／著 今吉洋一／著 小森洋平／著 米谷文男／著 谷口雅彦／著 ほか",培風館,2002-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA55251262,
4490210639,迷宮と迷路の文化史,ウィリアム・ヘンリー・マシューズ／著 和泉雅人／翻訳 宇沢美子／翻訳,東京堂出版,20220215,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12656212,
4327452831,文芸翻訳教室,越前敏弥／著,研究社,20180420,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26048036,
4627054513,逆数学 定理から公理を「証明」する,ジョン・スティルウェル／原著 田中一之／翻訳 川辺治之／翻訳,森北出版,20190209,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27733604,
4560098883,「その他の外国文学」の翻訳者,白水社編集部／編集,白水社,20220221,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12988981,
4336072779,オカルトタロットの歴史,ロナルド・デッカー／著 マイケル・ダメット／著 今野喜和人／翻訳,国書刊行会,20220221,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13153771,
4562059818,船の食事の歴史物語,サイモン・スポルディング／著 大間知知子／翻訳,原書房,20211217,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11788557,
456205980X,鉄道の食事の歴史物語,ジェリ・クィンジオ／著 大槻敦子／翻訳,原書房,20211217,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11788477,
4562059826,空と宇宙の食事の歴史物語,リチャード・フォス／著 浜本隆三／翻訳 藤原崇／翻訳,原書房,20220201,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12402790,
4334044654,搾取される研究者たち,山田剛志／著,光文社,20200318,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29887686,
4004314844,エピジェネティクス,仲野徹／著,岩波書店,20140520,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15543496,
4044005664,身体の大衆文化 描く・着る・歌う,安井眞奈美／編集 エルナンデスアルバロ／編集,ＫＡＤＯＫＡＷＡ,20211112,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10924900,
4065250455,なぜオナニーはうしろめたいのか,赤川学／著 小堀善友／著 シオリーヌ（大貫詩織）／著 Ｓｃｈｏｏ／著 ＴＥＮＧＡヘルスケア／監修,星海社,20211027,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10723432,
4863542755,組込みエンジニアの教科書,牧野進二／著 渡辺登／著,シーアンドアール研究所,2019-04,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2814003X,
4873119065,ゼロから作るDeep Learning 3,斎藤康毅／著,オライリー・ジャパン,20200420,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB30226171,
4106035952,拷問と処刑の西洋史,浜本隆志／著,新潮社,2007-12,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA84246517,
4750515183,性表現規制の文化史,白田秀彰／著,亜紀書房,20170724,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24128859,
4000298739,代数系入門,松坂和夫／著,岩波書店,1976,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27181144,
4785312092,数学のとびら　ルベーグ積分と測度,山上滋／著,裳華房,20220228,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13003269,
4297125218,問題解決のための「アルゴリズム×数学」が基礎からしっかり身につく本,米田優峻／著,技術評論社,20211225,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11838746,
4627856415,コンピュータサイエンスにおける様相論理,鹿島亮／著,森北出版,20220120,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12324744,
4535067554,佐藤隆三著作集５　技術変化と経済不変性の理論,佐藤隆三／著,日本評論社,20161118,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22622774,
4106038757,怪異猟奇ミステリー全史,風間賢二／著,新潮社,20220126,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12480488,
4760151710,ユダヤ神話・呪術・神秘思想事典,ジェフリー・W・デニス／著 木村光二／翻訳,柏書房,20200127,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29619246,
4326504331,ダメな統計学 悲惨なほど完全なる手引書,アレックス・ラインハート／著 西原史暁／翻訳,勁草書房,20170127,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22900913,
478531592X,手を動かしてまなぶ ε-δ論法,藤岡敦／著,裳華房,20211220,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11951217,
4489021291,入門確率解析とルベーグ積分,森真／著,東京図書,2012-06,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09394642,
4004319102,民俗学入門,菊地暁／著,岩波書店,20220124,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12229007,
4758910235,現代高等英文法 学習文法から科学文法へ,八木克正／著,開拓社,20211005,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10102989,
4320015541,線形代数,佐武一郎／著,共立出版,19970101,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA30139466,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4320015541&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4297108216,動かしてわかる CPUの作り方10講,井澤裕司／著,技術評論社,20190821,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28696831,
4320122674,20世紀のトップ10アルゴリズム,金田行雄／監修 笹井理生／監修 張紹良／編集,共立出版,20220120,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12116929,
4254280041,新版 数理計画入門,福島雅夫／著,朝倉書店,20110215,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB04975808,
4766422538,数理経済学の源流と展開,武藤功／編著 花薗誠／著・編集,慶應義塾大学出版会,20150827,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19417132,
453555997X,計算経済学,釜国男／著,日本評論社,20210301,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05960541,
4000297074,学術出版の来た道,有田正規／著,岩波書店,20211011,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1028015X,
4297104636,数学から創るジェネラティブアート : Processingで学ぶかたちのデザイン,"巴山竜来著,巴山, 竜来,",技術評論社,,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28076746,
4764925095,信号解析入門,越川常治／著,近代科学社,1992-12,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN08449528,
462707641X,工学系学生のための　複素関数攻略への一本道,板垣正文／著,森北出版,20090123,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA88933825,
4627870019,超巨大リスクの定量的評価,B.JohnGarrick／著 山口彰／翻訳,森北出版,20211009,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10307405,
4791774191,データ視覚化の人類史,マイケル・フレンドリー／著 ハワード・ウェイナー／著 飯嶋貴子／翻訳,青土社,20211026,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10584110,
4627852916,はじめて学ぶオートマトンと言語理論,藤原暁宏／著,森北,2015-07,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19183767,
4627062419,Coq/SSReflect/MathCompによる定理証明,萩原学／著 アフェルト・レナルド／著,森北出版,20180418,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB25944631,
4896942647,中世紋章史,津山拓也／翻訳,八坂書房,2019-08,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28770810,
4422215329,【図説】紋章学事典,スティーヴン・スレイター／著 朝治啓三／監修・翻訳,創元社,20190927,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28947239,
4627856318,はじめての神経回路シミュレーション,山﨑匡／著 五十嵐潤／著,森北出版,20211217,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11691772,
4320114469,ヘンテコ関数雑記帳,佐々木浩宣／著,共立出版,20210610,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07854658,
4790704297,交換の民族誌 : あるいは犬好きのための人類学入門,中川敏／著,世界思想社,1992-06,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN07675587,
4787713205,無形民俗文化財が被災するということ,滝澤克彦／著 高倉浩樹／著,新泉社,2014-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB14572863,
4326653930,日常に侵入する自己啓発,牧野智和／著,勁草書房,20150409,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18412869,
4326653728,自己啓発の時代 : 「自己」の文化社会学的探究,牧野智和／著,勁草書房,2012-03,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB08665890,
4000614061,東大連続講義　歴史学の思考法,東京大学教養学部歴史学部会／編集,岩波書店,20200426,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB30433744,
4000241796,なぜ歴史を学ぶのか,リン・ハント／著 長谷川貴彦／翻訳,岩波書店,20191018,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29042058,
4526075361,メカ屋のための脳科学入門 : 脳をリバースエンジニアリングする,高橋宏知／著,日刊工業新聞社,2016-3-25,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2096429X,
4627851618,計算論的神経科学,田中宏和／著,森北出版,20190614,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28349496,
432625131X,計算論的精神医学,国里愛彦／著 片平健太郎／著 沖村宰／著 山下祐一／著,勁草書房,20190125,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27595103,
4335358334,AI時代の法学入門 学際的アプローチ,太田勝造／編集 笠原毅彦／著 佐藤健／著 西貝吉晃／著 新田克己／著 福澤一吉／著,弘文堂,20200722,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB31576554,
4422390058,フィールド言語学者、巣ごもる。,吉岡乾／著,創元社,20210622,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0802655X,
4320009304,神経美学 美と芸術の脳科学,石津智大／著 渡辺茂／解説,共立出版,20190829,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28810788,
4061975978,新約聖書外典,荒井献／編集・翻訳 八木誠一／翻訳 田川建三／翻訳 大貫隆／翻訳 小河陽／翻訳 青野太潮／翻訳 ほか,講談社,19971210,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA34100225,
4121101200,日本の私立大学はなぜ生き残るのか,ジェレミー・ブレーデン／著 ロジャー・グッドマン／著 石澤麻子／翻訳,中央公論新社,20210909,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09702060,
4320096398,経済物理学,青山秀明／著,共立出版,20081028,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA87633655,
4314010827,誤差論,"Gauss,CarlFriedrich／著 石川耕春／著 飛田武幸／著 ガウスカール・F.／著",紀伊国屋書店,1981-05,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00447427,
4909783806,親の手で病気にされる子どもたち,南部さおり／著,学芸みらい社,20210618,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08034208,
4750351334,大図鑑　コードの秘密,ポール・ルンダ／編 浜口稔／訳,明石書店,20210318,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06203836,
4000614835,アカデミアを離れてみたら,岩波書店編集部／著,岩波書店,20210806,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09081564,
4492314970,行動経済学入門,筒井義郎／著 佐々木俊一郎／著 山根承子／著 グレッグ・マルデワ／著,東洋経済新報社,20170428,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2362781X,
4787234781,アニメと声優のメディア史,石田美紀／著,青弓社,20201221,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0463354X,
4838233825,桃太郎の発生,花部英雄／著,三弥井書店,20210414,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07087286,
4791773829,悪魔学大全,ロッセル・ホープ・ロビンズ／著 松田和也／翻訳,青土社,20210525,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07554392,
4003367618,比較言語学入門,高津春繁／著,岩波書店,1992-05,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN07629138,
4296000195,プログラムはなぜ動くのか 第３版　知っておきたいプログラミングの基礎知識,矢沢久雄／著,日経ＢＰ,20210514,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07290960,
4000056530,多変量解析入門 線形から非線形へ,小西貞則／著,岩波書店,20100126,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB00828710,
4336070903,「探偵小説」の考古学,レジス・メサック／著 石橋正孝／監修・翻訳 池田潤／翻訳 佐々木匠／翻訳 白鳥光／翻訳 ほか,国書刊行会,20210716,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08627491,
4883841405,入門統計解析,倉田博史／著 星野崇宏／著,新世社 : サイエンス社,2009-12,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB00499991,
4475018722,古アイスランド語入門,"下宮忠雄, 金子貞雄 著,下宮, 忠雄, 1935-,",大学書林,"Thu, 28 Jul 2022 09:00:00 +0900",Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA75297696,
4103137010,エッダ : 古代北欧歌謡集,"JónHelgason／著 Kuhn,Hans／著 Neckel,Gustav／著 ほか",新潮社,1973-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN02432613,
4787234919,就職と体育会系神話,束原文郎／著,青弓社,20210727,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08820720,
4480098801,西洋古典学入門 叙事詩から演劇詩へ,久保正彰／著,筑摩書房,20180808,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26615431,
4880655066,ダム建設と地域住民補償,古賀邦雄／著,水曜社,20210624,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08164043,
4560509085,チェスへの招待,"Maufras,Jérôme／著 小倉尚子／翻訳 成相恭二／翻訳 MaufrasJ'er^ome／著 ほか",白水社,2007-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA80142666,
4560509964,セクトの宗教社会学,ナタリ・リュカ／著 伊達聖伸／翻訳,白水社,20141121,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB17236953,
4641165777,ゲーム理論〔第3版〕,岡田章／著,有斐閣,20210311,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06049408,
4863134606,世界の地下都市 大解剖,マーク・オーブンデン／著 梅田智世／翻訳 竹花秀春／翻訳 ナショナルジオグラフィック／編集,日経ナショナルジオグラフィック社,20210219,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05590373,
406522442X,〈イスラーム世界〉とは何か　「新しい世界史」を描く,羽田正／著,講談社,20210212,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05492159,
4904575865,萌える人類学者,"馬場 淳／編,平田 晶子／編,森 昭子／編,小西 公大／編,馬場 淳,平田 晶子,森 昭子,小西 公大,馬場 淳,平田 晶子,森 昭子,小西 公大,",東京外国語大学出版会,,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06506656,
4903908984,うしろめたさの人類学,松村圭一郎／著,ミシマ社,20170916,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24488253,
4344983874,子どものまま中年化する若者たち,鍋田恭孝／著,幻冬舎,2015-07,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19260653,
4535601097,初等整数論,遠山啓／著,日本評論社,1972-01,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00574592,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4535601097&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4000068776,代数入門,上野健爾／著,岩波書店,20040507,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA66885740,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=4000068776&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4902666383,課題解決のための専門図書館ガイドブック,"専門図書館協議会私立図書館小委員会編,専門図書館協議会私立図書館小委員会,",読書工房,,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC01906679,
4865280111,戦前尖端語辞典,平山亜佐子／著・編集 山田参助／絵・漫画,左右社,20210131,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05502489,
4061589962,魔術から数学へ,森毅／著,講談社,19911105,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN06923694,
4121026055,民衆暴力―一揆・暴動・虐殺の日本近代,藤野裕子／著,中央公論新社,20200821,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC01959959,
4787220454,テキヤ稼業のフォークロア,厚香苗／著,青弓社,20120218,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB08436215,
433403795X,テキヤはどこからやってくるのか？,厚香苗／著,光文社,20140417,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15377761,
4480098682,精講　漢文,前野直彬／著,筑摩書房,20180808,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26616172,
4422390031,現地嫌いなフィールド言語学者、かく語りき。,吉岡乾／著,創元社,20190827,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28759782,
4639024703,齊民要術 : 現存する最古の料理書,"[賈思勰] [著],田中静一, 小島麗逸, 太田泰弘 編訳,賈, 思勰, 後魏代,田中, 静一, 1913-,小島, 麗逸, 1934-,太田, 泰弘, 1930-,",雄山閣,"Wed, 31 May 2017 09:00:00 +0900",Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23336883,
430922699X,マタギ聞き書き その狩猟民俗と怪異譚,武藤鉄城／著,河出書房新社,20170417,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23573233,
4480432841,モチーフで読む美術史２,宮下規久朗／著,筑摩書房,20150708,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12939854,
4750349267,アーカイブズ論 記録のちからと現代社会,スー・マケミッシュ／編 マイケル・ピゴット／編 バーバラ・リード／編 フランク・アップウォード／編 ほか,明石書店,20191225,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2952112X,
4816919813,入門・アーカイブズの世界 : 記憶と記録を未来に : 翻訳論文集,日本アーカイブズ学会／著 記録管理学会／著,日外アソシエーツ,2006-06,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA77324778,
4339009393,ひたすら楽して音響信号解析,森勢将雅／著,コロナ社,20210125,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05084141,
4315523275,MATH ART マス・アート 〜真理，美，そして方程式〜,スティーヴン・オーンズ／著 巴山竜来／監修 赤池ともえ／翻訳,ニュートンプレス,20210125,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0504654X,
4865592334,踊るバロック,赤塚健太郎／著,アルテスパブリッシング,20210225,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05590883,
4254131291,物理学者，機械学習を使う,橋本幸士／著・編集 大槻東巳／著 真野智裕／著 斎藤弘樹／著 藤田浩之／著 安藤康伸／著 ほか,朝倉書店,20191015,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29005619,
4562059079,図説　世界地下名所百科,クリス・フィッチ／著 上京恵／翻訳,原書房,20210219,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05584756,
4876987971,データ同化,,京都大学学術出版会,20090820,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA91090804,
